paragraph,task_name,output
"Paragraph_2_compound_name:Preparation of NENU-499. A mixture of sodium molybdatedihydrate (618 mg, 2.55 mmol), Mo powder 99.99% (50 mg, 0.52 mmol), H3PO3 (20 mg, 0.25 mmol), zinc chloride (136 mg, 1.00 mmol), tetrabutylammonium hydroxide 40 wt % solution in water(120 μL, 0.18 mmol), and H2O (8 mL) was stirred for 20 min, and thepH was acidified to 4.8 with diluted HCl (2 M). Then, 6-nitrobenzimidazole (82 g, 0.50 mmol) was added to the mixture,which was transferred and sealed in a 15 mL Teflon-lined stainlesssteel container and heated at 180 °C for 72 h. After cooling to roomtemperature at 10 °C·h?1, dark-red crystals suitable for XRD studywere harvested.",Paragraph_2_compound_name,NENU-499
"Paragraph_2_compound_name:Preparation of NENU-500 and NENU-501. A mixture of Na2MoO4·2H2O (618 mg, 2.55 mmol), Mo powder 99.99% (50 mg, 0.52 mmol), H3PO3 (20 mg, 0.25 mmol), zinc chloride (136 mg, 1.00 mmol), H3BTB (130 mg, 0.30 mmol), tetrabutylammonium hydroxide 40 wt % solution in water (120 μL, 0.18 mmol), and H2O (7 mL) wasstirred for 20 min, and the pH was acidified to 4.8 with diluted HCl (2M). Then, the mixture was transferred and sealed in a 15 mL Teflon lined stainless steel container and heated at 180 °C for 72 h. Aftercooling to room temperature at 10 °C·h?1, dark-red crystals (NENU 500) suitable for XRD study were harvested (yield 68% based onH3BTB). IR (Figure S3, KBr pellets, ν/cm?1): 3450 (s), 2961 (m),1599 (m), 1550 (w), 1466 (w), 1376 (m), 1110 (w), 935 (m), 814(m), 780 (m), 705 (m), 587 (m). NENU-501 was isolated by ananalogous method with NENU-500, only using H3BPT in substitutionfor H3BTB. IR (Figure S3, KBr pellets, ν/cm?1): 3445 (w), 2961 (m),2872 (m), 1559 (m), 1470 (m), 1350 (s), 1148 (w), 942 (s), 819 (s),777 (s), 707 (m), 590 (m), 486 (w).",Paragraph_2_compound_name,NENU-500||NENU-501
"Paragraph_2_compound_name:S2.1 Preparation of ε(trim)4/3. A mixture of (NH4)6Mo7O24·4H2O (0.618 g, 0.50 mmol), molybdenum powder 99.99% (0.060 g, 0.62 mmol), H3PO3 (0.020 g, 0.25 mmol), ZnCl2 (0.136 g, 1.00 mmol), 1,3,5-benzenetricarboxylic acid (H3BTC, 0.21 g, 1.00 mmol), tetrabutylammonium hydroxide 40 wt % solution in water (160 μL, 0.24 mmol), and H2O (8 mL) was stirred, and the pH was adjusted to 5 with 2 M HCl. Then, the mixture was transferred and sealed in a 15 mL Teflonlined stainless steel container, and heated at 180 °C for 72 h. After cooling to room temperature at 10 °C·h?1, dark red cubic crystals suitable for X-ray diffraction study were collected after filtration.",Paragraph_2_compound_name,ε(trim)4/3
"Paragraph_2_compound_name:S2.2 Preparation of NENU-58. A mixture of Cu(NO3)2·3H2O (0.24 g, 1.00 mmol) and H3PMo12O40·nH2O (0.2 g) in distilled water (10 mL) was stirred for 15 min, and then H3BTC (0.21 g, 1.00 mmol) and (CH3)4NOH (0.09 g, 1.00 mmol) were added in succession with stirring for another 30 min at room temperature. The turbid mixture (pH = 2 ? 3) was sealed in a Teflonlined stainless steel container and heated at 180 °C for 24 h, followed by cooling to room temperature at 10 °C·h?1, blue octahedral crystals were then harvested.",Paragraph_2_compound_name,NENU-58
"Paragraph_2_compound_name:S2.3 Preparation of HKUST-19. A mixture of Cu(NO3)2·3H2O (0.24 g, 1.00 mmol) and H3BTC (0.21 g, 1.00 mmol) in mixed solvent (H2O:EtOH, 5 mL:5 mL) was stirred for 15 min. The mixture was then sealed in a Teflonlined stainless steel container and heated at 180 °C for 24 h, followed by cooling to room temperature at 10 °C·h?1, blue crystals were then obtained.",Paragraph_2_compound_name,HKUST-19
"Paragraph_2_compound_name:[Zr6O4(OH)8(H2O)4(CTTA)8/3]·S (BUT-12·S). (S represents non assignable solvent molecules). ZrCl4 (48 mg, 0.2 mmol), H3CTTA (40 mg, 0.08 mmol), and formic acid (8 mL) were ultrasonicallydissolved in N,N′-dimethylformamide (DMF, 8 mL) in a 20 mL Pyrexvial. The vial was sealed and then heated at 120 °C for 48 h in an oven.After cooling to room temperature, the resulting colorless crystals wereharvested by filtration, washed with DMF and acetone, and then driedin air (yielded 32 mg). For PXRD pattern of as-synthesized material,see Figure 3a; for TGA, and FT-IR, see Figures S3 and 4, SupportingInformation, respectively.",Paragraph_2_compound_name,[Zr6O4(OH)8(H2O)4(CTTA)8/3]·S (BUT-12·S)
"Paragraph_2_compound_name:[Zr6O4(OH)8(H2O)4(TTNA)8/3]·S (BUT-13·S). (S represents non assignable solvent molecules). ZrCl4 (48 mg, 0.2 mmol), H3TTNA(40 mg, 0.06 mmol), and acetic acid (3.2 mL) were ultrasonicallydissolved in 12 mL of DMF in a 20 mL Pyrex vial and sealed. Thereaction system was then heated at 120 °C for 72 h in an oven. Aftercooling to room temperature, the resulting colorless crystals werecollected by filtration, washed with DMF and acetone, and then driedin air (yielded 38 mg). For PXRD pattern of as-synthesized material,see Figure 3b; for TGA, and FT-IR, see Figures S3 and 4, SupportingInformation, respectively.",Paragraph_2_compound_name,[Zr6O4(OH)8(H2O)4(TTNA)8/3]·S (BUT-13·S)
"Paragraph_2_compound_name:Green synthesis and structure determination. The green, high yield synthesis of the compound, [Al(C6H2O4S)(OH)].xH2O named CAU-23, was achieved by a reaction between AlCl3 and NaAlO2 as the metal sources, and sodium thiophenedicarbox ylate (Na2TDC) as the linker source. Upon mixing, a white X ray amorphous precipitate is formed which subsequentlycrystallizes under reflux conditions at ambient pressure. Thus4.30 g H2TDC (25 mmol) was mixed with 2.0 g (50 mmol)sodium hydroxide in 100 mL distilled water until a clear solu tion of Na2TDC was obtained. After adding 18.75 mL of aqu eous aluminum chloride solution (1 mol/L, 18.75 mmol), and 12.5 mL of aqueous sodium aluminate solution (0.5 mol/L, 6.25 mmol), the slurry was stirred under reflux conditions for 6 h,and then filtered off and dried at 100 °C for 4 h. Only an aqu eous sodium chloride solution is formed as the other reactionproduct. After an additional washing step with 200 mL waterunder stirring and reflux, filtration and drying, 4.5 g of a whitepowder was obtained (84% yield based on H2TDC).",Paragraph_2_compound_name,CAU-23
"Paragraph_2_compound_name:Multivariate MOF-74 compounds were synthesized using varying combinations of metal salts. Specifically, 39.6 mg of Co(NO3)2·6H2O and 42.0 mg of Cd(NO3)2·4H2O were used for synthesizing Co,Cd-MOF-74, 39.6 mg of Co(NO3)2·6H2O and 72.0 mg of Pb(NO3)2 for Co,Pb MOF-74, and 19.8 mg of Co(NO3)2·6H2O and 19.8 mg of Mn(NO3)2·4H2O for Co,Mn-MOF-74. These metal salt mixtures were combined with 18 mg of H4DOT and then dissolved in a mixture of DMF (6 mL), EtOH (0.36 mL), and water (0.36 mL). The reaction mixture was heated to specific temperatures (120°C or 85°C) for 24 h. The resulting crystals were soaked and washed, first with 20 mL of fresh DMF solvent for 5 exchanges over a 3-day period, and then with 20 mL of anhydrous MeOH for 9 exchanges over a 3-day period. The porous MOF compounds were then activated to remove all solvent by evacuating under vacuum (100 mTorr) overnight, and then heating stepwise under vacuum to 80°C and held for 1 h and then to 120°C and held for 24 h.",Paragraph_2_compound_name,"Co,Cd-MOF-74||Co,Pb MOF-74||Co,Mn-MOF-74"
"Paragraph_2_compound_name:2.2. Synthesis of CTNMOF. Equal volumes of a solution of H4CTNL (50 mM in DMF, 100 μL) and a solution of Co(NO3)2·6H2O (400 mM in DMF, 100 μL) were mixed in a glass tube. The resulting mixture was heated at 90 °C for 18 hours. Dark-emerald-green needle-shaped crystals were formed, which were subsequently isolated by filtration (8 mg, 90% based on the formula obtained in the elemental analysis). The green crystal quickly turned pink in the air, which is attributed to the absorption of water. Elemental analysis for the sample dried under vacuum at room temperature for 2 hours: Found: C, 54.32; H, 5.48; N, 9.53%. Calc. for C68H52Co2N8O16·7H2O·4DMF(C3H7NO): C, 54.18; H, 5.34; N, 9.48%.",Paragraph_2_compound_name,CTNMOF
"Paragraph_2_compound_name:Synthesis of 3W-ROD-1: H3L1 (21.26 mg, 0.0375 mmol), In(NO3)3·4H2O (26.2 mg, 0.087 mmol), DMF (3.0 mL), HNO3 (0.5 mL, 7.0 M in DMF) were combined in a 20 mL scintillation vial, sealed, and heated to 105 °C for 48 h and then cooled to room temperature. The colorless polyhedral crystals were collected and washed several times by DMF. CHN elemental analysis (%) for 3W-ROD-1, [In5(OH)6(C30H18N3O9)3(H2O)]·(H2O)25(C3H7NO)9: Calculated C (40.20), H (5.05), N (7.21); Found C (40.61), H (4.78), N (7.50). FT-IR: (KBr 4000-400 cm-1): 3472 (br,w), 3281 (w), 1664 (vs), 1603 (m), 1525 (m), 1390 (m), 1312 (m), 1250 (s), 1096 (s), 1059 (w), 781 (s), 655 (m), 501 (w), 449 (w).",Paragraph_2_compound_name,3W-ROD-1
"Paragraph_2_compound_name:Synthesis of 3W-ROD-2-OH: H3L1 (12.3 mg, 0.02175 mmol), H2L2-OH (6.5 mg, 0.02175 mmol), In(NO3)3·4H2O (13.0 mg, 0.0435 mmol), DMF (2.5 mL), HNO3 (0.3 mL, 7.0 M in DMF) were combined in a 20 mL scintillation vial, sealed, and heated to 105 °C for 36 h and then cooled to room temperature. The yellow polyhedral crystals were collected and washed several times by DMF. CHN elemental analysis (%) for 3W-ROD-2-OH, [In5(OH)5(C30H18N3O9)8/3(C15H9NO6)]·(H2O)30(C3H7NO)12: Calculated C (40.54), H (5.35), N (7.58); Found C (40.28), H (5.22), N (7.68). FT-IR: (KBr 4000-400 cm-1): 3453 (br, w), 3288 (w), 1662 (vs), 1601 (m), 1530 (m), 1387(m), 1307 (m), 1250 (s), 1095 (s), 1060 (w), 780 (s), 651 (m), 500 (w), 449 (w).",Paragraph_2_compound_name,3W-ROD-2-OH
"Paragraph_2_compound_name:Synthesis of 3W-ROD-2-F: H3L1 (11.3 mg, 0.02 mmol), H2L2-F (6.0 mg, 0.02 mmol), In(NO3)3·4H2O (13.0 mg, 0.0435 mmol), DMF (2.5 mL), HNO3 (0.25 mL, 7.0 M in DMF) were combined in a 20 mL scintillation vial, sealed, and heated to 105 °C for 36 h and then cooled to room temperature. The colorless polyhedral crystals were collected and washed several times by DMF. CHN elemental analysis (%) for 3W ROD-2-F, [In5(OH)5(C30H18N3O9)8/3(C15H8NFO5)]·(H2O)29(C3H7NO)12: Calculated C (40.71), H (5.29), N (7.61); Found C (40.61), H (4.99), N (7.76). FT-IR: (KBr 4000-400 cm-1): 3280 (w), 1662 (vs), 1602 (m), 1523 (m), 1391 (m), 1309 (m), 1249 (s), 1097 (s), 1056 (w), 785 (s), 659 (m), 504 (w), 448 (w).",Paragraph_2_compound_name,3W-ROD-2-F
"Paragraph_2_compound_name:Synthesis of 3W-ROD-2-CH3: H3L1 (11.3 mg, 0.02 mmol), H2L2-CH3 (6.0 mg, 0.02 mmol), In(NO3)3·4H2O (13.0 mg, 0.0435 mmol), DMF (2.5 mL), HNO3 (0.20 mL, 7.0 M in DMF) were combined in a 20 mL scintillation vial, sealed, and heated to 105 °C for 36 h and cooled to room temperature. The colorless polyhedral crystals were collected and washed several times by DMF. CHN elemental analysis (%) for 3W ROD-2-CH3, [In5(OH)5(C30H18N3O9)8/3(C16H11NO5)]·(H2O)30(C3H7NO)10: Calculated C (40.54), H (5.24), N (7.13); Found C (40.52), H (5.31), N (7.42). FT-IR: (KBr 4000-400 cm-1): 3281 (w), 1663 (vs), 1603 (m), 1523 (m), 1389 (m), 1312 (m), 1249 (s), 1095 (s), 1060 (w), 782 (s), 658 (m), 507 (w), 446 (w).",Paragraph_2_compound_name,3W-ROD-2-CH3
"Paragraph_2_compound_name:Synthesis of ZIF-1001, Zn3[(bTZ)(bIM)2]x[(bTZ)2(bIM)]1-x(bTZ)3, (x = 0.5): A mixture of Zn(NO3)2·4H2O (313.8 mg, 1.2 mmol), HbTZ (200.1 mg, 1.68 mmol), HbIM (88.61 mg, 0.75 mmol) was dissolved in DMF (12 mL) under ultrasound. The solution was capped in a 20-ml glass vial and heated at 100 °C for 48 h. White prism-shaped crystals were collected and washed with DMF (6×10 ml). (Yield: 30% based on Zn). EA of the activated sample: Calcd. for Zn(bTZ)1.5(bIM)0.5: C, 49.86; H, 2.85; N, 25.58%. Found: C, 48.84; H, 2.39; N, 25.58%. ATR-FTIR of the activated sample (4000-500 cm-1): 1615(w), 1587(w), 1487(m), 1456(m), 1362(w), 1302(w), 1273(m), 1252(m), 1165(s), 1003(w), 928(m), 911(m), 777(s), 741(s), 691(w), 648(s), 548(m).",Paragraph_2_compound_name,"ZIF-1001, Zn3[(bTZ)(bIM)2]x[(bTZ)2(bIM)]1-x(bTZ)3, (x = 0.5)"
"Paragraph_2_compound_name:Synthesis of ZIF-1002, Zn3[(bTZ)(mbIM)2]x[(bTZ)2(mbIM)]1-x(bTZ)3, (x = 0.2): A mixture of Zn(NO3)2·4H2O (313.8 mg, 1.2 mmol), HbTZ (200.1 mg, 1.68 mmol), HmbIM (99.12 mg, 0.75 mmol) was dissolved in DMF (12 mL) under ultrasound. To the reaction mixture was added 1M TBAH (0.25 ml), then the solution was capped in a 20-ml glass vial and heated at 100 °C for 48 h. White a prism shaped crystals were collected and washed with DMF (6×10 ml). (Yield: 33% based on Zn). EA of the activated sample: Calcd. for Zn(bTZ)1.6(mbIM)0.4: C, 50.10; H, 3.02; N, 25.56%. Found: C, 31.64; H, 3.04; N, 23.38%. ATR-FTIR of the activated sample (4000-500 cm-1): 1619(w), 1586(w), 1488(m), 1451(m), 1343(w), 1292(w), 1273(m), 1251(m), 1165(s), 1001(w), 947(w), 929(m), 825(m), 799(m), 777(s), 743(s), 688(w), 647(s), 552(m).",Paragraph_2_compound_name,"ZIF-1002, Zn3[(bTZ)(mbIM)2]x[(bTZ)2(mbIM)]1-x(bTZ)3, (x = 0.2)"
"Paragraph_2_compound_name:Synthesis of ZIF-1003, Zn3[(bTZ)(bbIM)2]x[(bTZ)2(bbIM)]1-x(bTZ)3, (x = 0.2): A mixture of Zn(NO3)2·4H2O (313.8 mg, 1.2 mmol), HbTZ (200.1 mg, 1.68 mmol), HbbIM (144.77 mg, 0.75 mmol) was dissolved in DMF (12 mL) under ultrasound. To the reaction mixture was added 1M TBAH (0.25 ml), then the solution was capped in a 20-ml glass vial and heated at 100 °C for 48 h. Yellow prism-shaped crystals were collected and washed with DMF (6×10 ml). (Yield: 25% based on Zn). EA of the activated sample: Calcd. for Zn(bTZ)1.6(bbIM)0.4: C, 44.75; H, 2.42; N, 23.57%. Found: C, 32.35; H, 3.00; N, 22.39%. ATR-FTIR of the activated sample (4000-500 cm-1): 1607(w), 1588(w), 1488(w), 1450(m), 1336(w), 1292(w), 1274(m), 1258(w), 1242(w), 1167(s), 1052(w), 1001(w), 928(m), 921(m), 856(w), 805(m), 777(s), 743(s), 706(m), 691(m), 648(s), 551(m).",Paragraph_2_compound_name,"ZIF-1003, Zn3[(bTZ)(bbIM)2]x[(bTZ)2(bbIM)]1-x(bTZ)3, (x = 0.2)"
"Paragraph_2_compound_name:Synthesis of ZIF-1004, Zn3[(bTZ)(cbIM)2]x[(bTZ)2(cbIM)]1-x(bTZ)3, (x = 0.09): A mixture of Zn(NO3)2·4H2O (313.8 mg, 1.2 mmol), HbTZ (200.1 mg, 1.68 mmol), HbIM (114.44 mg, 0.75 mmol) was dissolved in DMF (12 mL) under ultrasound. To the reaction mixture was added 1M TBAH (0.25 ml), then the solution was capped in a 20-ml glass vial and heated at 100 °C for 48 h. White prism shaped crystals were collected and washed with DMF (6×10 ml). (Yield: 28% based on Zn). EA of the activated sample: Calcd. for Zn(bTZ)1.64(cbIM)0.36: C, 45.03; H, 2.45; N, 23.96%. Found: C, 47.21; H, 1.83; N, 24.83%. ATR-FTIR of the activated sample (4000-500 cm-1): 1616(w), 1586(w), 1488(m), 1480(m), 1451(m), 1339(m), 1292(w), 1275(m), 1260(m), 1242(m), 1165(s), 1064(w), 1001(w), 929(m), 854(w), 803(m), 777(s), 743(s), 725(m), 691(w), 647(s), 600(w), 552(m).",Paragraph_2_compound_name,"ZIF-1004, Zn3[(bTZ)(cbIM)2]x[(bTZ)2(cbIM)]1-x(bTZ)3, (x = 0.09)"
"Paragraph_2_compound_name:Large scale synthesis of ZIF-1001: A mixture of Zn(NO3)2·4H2O (1.8302 g, 7 mmol), HbTZ (1.1436 g, 9.6 mmol), HbIM (567.1 mg, 4.8 mmol) was dissolved in DMF (70 mL) under ultrasound. To the reaction mixture was added 1M TBAH (3 ml), then the solution was capped in a 100-ml glass vial and heated at 100 °C for 48 h.",Paragraph_2_compound_name,ZIF-1001
"Paragraph_2_compound_name:Large scale synthesis of ZIF-1002: A mixture of Zn(NO3)2·4H2O (1.8302 g, 7 mmol), HbTZ (1.1436 mg, 9.6 mmol), HmbIM (634.4 mg, 4.8 mmol) was dissolved in DMF (70 mL) under ultrasound. To the reaction mixture was added 1M TBAH (3 ml), then the solution was capped in a 100-ml glass vial and heated at 100 °C for 48 h.",Paragraph_2_compound_name,ZIF-1002
"Paragraph_2_compound_name:Large scale synthesis of ZIF-1003: A mixture of Zn(NO3)2·4H2O (1.8302 g, 7 mmol), HbTZ (1.1436 mg, 9.6 mmol), HbbIM (945.7 mg, 4.8 mmol) was dissolved in DMF (70 mL) under ultrasound. To the reaction mixture was added 1M TBAH (3 ml), then the solution was capped in a 100-ml glass vial and heated at 100 °C for 48 h.",Paragraph_2_compound_name,ZIF-1003
"Paragraph_2_compound_name:Large scale synthesis of ZIF-1004: A mixture of Zn(NO3)2·4H2O (1.8302 g, 7 mmol), HbTZ (1.1436 mg, 9.6 mmol), HcbIM (732.4 mg, 4.8 mmol) was dissolved in DMF (70 mL) under ultrasound. To the reaction mixture was added 1M TBAH (3 ml), then the solution was capped in a 100-ml glass vial and heated at 100 °C for 48 h.",Paragraph_2_compound_name,ZIF-1004
"Paragraph_2_compound_name:Solvothermal synthesis of MOF-LA2-1: In a 4-mL scintillation vial, the linker H2PZVDC (91.0 mg, 0.5 mmol, 1 equiv.) was dissolved in N,N-dimethylformamide (DMF) (0.6 mL) upon sonication. An aqueous solution of AlCl3·6H2O (2.4 mL, 0.2 M, 1 equiv.) was added dropwise, and the resulting mixture was heated in a 120 °C oven for 24 hours. After cooling down to room temperature, the white precipitate was collected bycentrifugation and washed with H2O (3 × 30 mL) and MeOH (3 × 30 mL). MOF-LA2-1 was activated under dynamic vacuum (~10-3 mbar) for 12 hours at room temperature, followed by gradual heating to 120 °C for 6.5 hours. Yield: 65.0 mg, 58%.Elem. Anal. of MOF-LA2-1: Calcd. for C56H40N16O40Al8: C, 37.52; H, 2.25; N, 12.50%. Found: C, 36.78; H, 2.38; N, 11.95%.",Paragraph_2_compound_name,MOF-LA2-1
