input,output,bio_label
"The reactions of 1a with phenols containing electron - donating multisubstituted groups gave the corresponding products 2n and 2p in good yields with moderate to good ee values ( Table 3 , entries 14 and 16 ) , while 2,4-dichlorophenol gave 42 % yield and 60 % ee ( Table 3 , entry 15 ).","The reactions of 1a with phenols containing electron - donating multisubstituted groups gave the corresponding products <Prod*2n*Prod> and <Prod*2p*Prod> in good yields with moderate to good ee values ( Table 3 , entries 14 and 16 ) , while 2,4-dichlorophenol gave 42 % yield and 60 % ee ( Table 3 , entry 15 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The reactions of 1a with phenols containing electron - donating multisubstituted groups gave the corresponding products 2n and 2p in good yields with moderate to good ee values ( Table 3 , entries 14 and 16 ) , while 2,4-dichlorophenol gave 42 % yield and 60 % ee ( Table 3 , entry 15 ).","The reactions of 1a with phenols containing electron - donating multisubstituted groups gave the corresponding products <Prod*2n*Prod> and <Prod*2p*Prod> in good yields with moderate to good ee values ( Table 3 , entries 14 and 16 ) , while 2,4-dichlorophenol gave 42 % yield and 60 % ee ( Table 3 , entry 15 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Due to the steric bulkiness of the tert-butyl groups , the ring - opening reaction of 1a with 2,6- di-tert-butylphenol did not aﬀord any desired product ( Table 3 , entry 18 ).","Due to the steric bulkiness of the tert-butyl groups , the ring - opening reaction of 1a with 2,6- di-tert-butylphenol did not aﬀord any desired product ( Table 3 , entry 18 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In one competition experiment , 5 equiv of 4- methoxylphenol and 4-chlorophenol was used as the nucleophiles , and the ring - opening reaction proceed at 73 % conversion with a greater than 2 : 1 ratio of 2e to 2g ( Table 3 , entry 19 ) , reacted preferentially.","In one competition experiment , 5 equiv of 4- methoxylphenol and 4-chlorophenol was used as the nucleophiles , and the ring - opening reaction proceed at 73 % conversion with a greater than 2 : 1 ratio of <Prod*2e*Prod> to <Prod*2g*Prod> ( Table 3 , entry 19 ) , reacted preferentially.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In one competition experiment , 5 equiv of 4- methoxylphenol and 4-chlorophenol was used as the nucleophiles , and the ring - opening reaction proceed at 73 % conversion with a greater than 2 : 1 ratio of 2e to 2g ( Table 3 , entry 19 ) , reacted preferentially.","In one competition experiment , 5 equiv of 4- methoxylphenol and 4-chlorophenol was used as the nucleophiles , and the ring - opening reaction proceed at 73 % conversion with a greater than 2 : 1 ratio of <Prod*2e*Prod> to <Prod*2g*Prod> ( Table 3 , entry 19 ) , reacted preferentially.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In one competition experiment , 5 equiv of 4- methoxylphenol and 4-chlorophenol was used as the nucleophiles , and the ring - opening reaction proceed at 73 % conversion with a greater than 2 : 1 ratio of 2e to 2g ( Table 3 , entry 19 ) , reacted preferentially.","In one competition experiment , 5 equiv of 4- methoxylphenol and 4-chlorophenol was used as the nucleophiles , and the ring - opening reaction proceed at 73 % conversion with a greater than 2 : 1 ratio of <Prod*2e*Prod> to <Prod*2g*Prod> ( Table 3 , entry 19 ) , reacted preferentially.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Inspired by the good results of phenols as the nucleophiles , we turned our attention to the nitrogen nucleophiles , such as aniline and N-methylaniline , but no ring - opening reaction occurred ( not shown in Table 3 ).","Inspired by the good results of phenols as the nucleophiles , we turned our attention to the nitrogen nucleophiles , such as aniline and N-methylaniline , but no ring - opening reaction occurred ( not shown in Table 3 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"To broaden the scope of this reaction , various types of oxabenzonorbornadienes 1b − d with various phenols under the standard reaction conditions were also investigated , and the results are listed in Table 4.","To broaden the scope of this reaction , various types of oxabenzonorbornadienes 1b − d with various phenols under the standard reaction conditions were also investigated , and the results are listed in Table 4.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"From Table 4 , we can see that the ARO reactions of oxabenzonorbornadienes 1b − d with various","From Table 4 , we can see that the ARO reactions of oxabenzonorbornadienes 1b − d with various","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"From an inorganic perspective , we are interested in the role of the [ Zn(S- ~ ysteine)4 ] ~ - site.","From an inorganic perspective , we are interested in the role of the [ Zn(S- ~ ysteine)4 ] ~ - site.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
w h y is the active cys69 residue coordinated to zinc ? Why is zinc ligated by four cysteines ? How does zinc modulate the nucleophilicity of the coordinated thiolate compared to that of the free thiol ? We have begun to address these questions through the use of small - molecule model chemistry.,w h y is the active cys69 residue coordinated to zinc ? Why is zinc ligated by four cysteines ? How does zinc modulate the nucleophilicity of the coordinated thiolate compared to that of the free thiol ? We have begun to address these questions through the use of small - molecule model chemistry.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In this initial study , we report the use of [(CH3)4N]2- [ Zn(SC & )4]'4 to represent the [ Zn(S-cys)4I2- site of Ada and (CH30)3P(O) to mimic the DNA methylphosphotriester lesion.","In this initial study , we report the use of [(CH3)4N]2- [ Zn(SC & )4]'4 to represent the [ Zn(S-cys)4I2- site of Ada and (CH30)3P(O) to mimic the DNA methylphosphotriester lesion.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The new compounds (CH3)4N[Zn(SC6H & (MeIm)l ( MeIm = 1-methylimidazole ) and [Zn(SCsH5)2(MeIm)2] were prepared to model the behavior of alternative [Zn(S-cys)3(N-histidine)]- and [Zn(S-cys)2(N-his)2] sites.,The new compounds (CH3)4N[Zn(SC6H & (MeIm)l ( MeIm = 1-methylimidazole ) and [Zn(SCsH5)2(MeIm)2] were prepared to model the behavior of alternative [Zn(S-cys)3(N-histidine)]- and [Zn(S-cys)2(N-his)2] sites.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In this manner , we discovered a trend in reactivity among the zinc compounds which may provide insight into the regulation of thiol reactivity by metal coordination .","In this manner , we discovered a trend in reactivity among the zinc compounds which may provide insight into the regulation of thiol reactivity by metal coordination .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"For the emission lifetime measurements reported in Table 3 , M the samples of 3 were dissolved in MeOH at 8.4 x concentration.","For the emission lifetime measurements reported in Table 3 , M the samples of 3 were dissolved in MeOH at 8.4 x concentration.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
For this sample triexponential emission decay kinetics are present at most of the wavelengths in Table 3.,For this sample triexponential emission decay kinetics are present at most of the wavelengths in Table 3.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The exceptions are at 387 and 406 nm which correspond to n,n* vibrational peaks.","The exceptions are at 387 and 406 nm which correspond to n,n* vibrational peaks.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This wavelength dependent kinetics pattern suggests that 3 is conformationally heterogeneous on the I 1 0 ns time scale in MeOH.,This wavelength dependent kinetics pattern suggests that 3 is conformationally heterogeneous on the I 1 0 ns time scale in MeOH.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This conclusion is also supported by examination of the absorbance and emission origins for 3 in,This conclusion is also supported by examination of the absorbance and emission origins for 3 in,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In order to address the difficulties associated with the cyclization of (E)-7 , we considered other means of generating 8 and concluded that the Pummerer rearrangement of alkoxyallylic sulfoxides offered one of the best option^.^*^'^ The substrate needed to examine this idea was prepared as shown in Scheme 11.","In order to address the difficulties associated with the cyclization of (E)-7 , we considered other means of generating 8 and concluded that the Pummerer rearrangement of alkoxyallylic sulfoxides offered one of the best option^.^*^'^ The substrate needed to examine this idea was prepared as shown in Scheme 11.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Treatment of 2-(3- ~ hloropropyl)furan ~ ~ with magnesium and quenching the resulting Grigand reagent with excess acetic an- hydride gave ketone 11 in 72 % yield.lS Condensation of 11 with (ethoxyvinyl)lithium16 and treatment with phenylsulfenyl chloride gave sulfoxide 12 as a 1 : l E / Z mixture.,Treatment of 2-(3- ~ hloropropyl)furan ~ ~ with magnesium and quenching the resulting Grigand reagent with excess acetic an- hydride gave ketone <Prod*11*Prod> in 72 % yield.lS Condensation of 11 with (ethoxyvinyl)lithium16 and treatment with phenylsulfenyl chloride gave sulfoxide <Prod*12*Prod> as a 1 : l E / Z mixture.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Treatment of 2-(3- ~ hloropropyl)furan ~ ~ with magnesium and quenching the resulting Grigand reagent with excess acetic an- hydride gave ketone 11 in 72 % yield.lS Condensation of 11 with (ethoxyvinyl)lithium16 and treatment with phenylsulfenyl chloride gave sulfoxide 12 as a 1 : l E / Z mixture.,Treatment of 2-(3- ~ hloropropyl)furan ~ ~ with magnesium and quenching the resulting Grigand reagent with excess acetic an- hydride gave ketone <Prod*11*Prod> in 72 % yield.lS Condensation of 11 with (ethoxyvinyl)lithium16 and treatment with phenylsulfenyl chloride gave sulfoxide <Prod*12*Prod> as a 1 : l E / Z mixture.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Treatment of 2-(3- ~ hloropropyl)furan ~ ~ with magnesium and quenching the resulting Grigand reagent with excess acetic an- hydride gave ketone 11 in 72 % yield.lS Condensation of 11 with (ethoxyvinyl)lithium16 and treatment with phenylsulfenyl chloride gave sulfoxide 12 as a 1 : l E / Z mixture.,Treatment of 2-(3- ~ hloropropyl)furan ~ ~ with magnesium and quenching the resulting Grigand reagent with excess acetic an- hydride gave ketone <Prod*11*Prod> in 72 % yield.lS Condensation of 11 with (ethoxyvinyl)lithium16 and treatment with phenylsulfenyl chloride gave sulfoxide <Prod*12*Prod> as a 1 : l E / Z mixture.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" After some experimentation we found that the best conditions for 4 + 3 cycloaddition consisted of treatment of a 0.017 M CH2C12 solution of 12 with Tf20 and 2 equiv of 2,6-lutidine at room temperature.",""" After some experimentation we found that the best conditions for 4 + 3 cycloaddition consisted of treatment of a 0.017 M CH2C12 solution of 12 with Tf20 and 2 equiv of 2,6-lutidine at room temperature.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This gave enol ether 13 in exceptionally high yield.,This gave enol ether <Prod*13*Prod> in exceptionally high yield.,"['O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
This gave enol ether 13 in exceptionally high yield.,This gave enol ether <Prod*13*Prod> in exceptionally high yield.,"['O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
This gave enol ether 13 in exceptionally high yield.,This gave enol ether <Prod*13*Prod> in exceptionally high yield.,"['O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
The stereochemical assignment was made on the basis of aforementioned considerations .,The stereochemical assignment was made on the basis of aforementioned considerations .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
',',['O']
"overall width ( 60 G ) , there is a gradual improvement in the resolution from ( a ) to ( c ) , and the latter spectrum is well simulated in ( d ) using the hyperfine couplings given in Table 3.","overall width ( 60 G ) , there is a gradual improvement in the resolution from ( a ) to ( c ) , and the latter spectrum is well simulated in ( d ) using the hyperfine couplings given in Table 3.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Essentially , the apparent quartet structure seen at low","Essentially , the apparent quartet structure seen at low","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In developing our own approach to the synthesis of FR900482 ( 1 ) , we viewed the keto aziridine 6 as a key intermediate that would be accessible from the benzazocine 7 ( Scheme 1 ).","In developing our own approach to the synthesis of FR900482 ( 1 ) , we viewed the keto aziridine 6 as a key intermediate that would be accessible from the benzazocine 7 ( Scheme 1 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"We were intrigued by the possibility of exploiting a ring - closing metathesis ( RCM ) reaction of the highly functionalized diene 8 for constructing the unsaturated eight - membered ring in 7.10 Indeed , we were the first to demonstrate that eight - membered","We were intrigued by the possibility of exploiting a ring - closing metathesis ( RCM ) reaction of the highly functionalized diene 8 for constructing the unsaturated eight - membered ring in 7.10 Indeed , we were the first to demonstrate that eight - membered","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
anticipated to be highly delocalized along the a-bonded backbones.,anticipated to be highly delocalized along the a-bonded backbones.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The primary importance of the present analysis , however , is that the apparent ability of the Sandorfy HMO approximation to successfully model the electronic structures of long - chain polystannanes in a qualitative fashion implies that other recent additions and refinements to this theory as it applies to hydrocarbons and polysilanes can be extrapolated with some degree of confidence to include the heaviest group 14 poly- metallanes as well.","The primary importance of the present analysis , however , is that the apparent ability of the Sandorfy HMO approximation to successfully model the electronic structures of long - chain polystannanes in a qualitative fashion implies that other recent additions and refinements to this theory as it applies to hydrocarbons and polysilanes can be extrapolated with some degree of confidence to include the heaviest group 14 poly- metallanes as well.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"This , in turn , should prove crucial for helping to elucidate , at the next level of investigation , the role of various types of substituents ( e.g.","This , in turn , should prove crucial for helping to elucidate , at the next level of investigation , the role of various types of substituents ( e.g.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
