documentId,Paragraph,Compound
US20130005750A1,"TFA (1 mL, 13.0 mmol) is added to a solution of 4-[1-(2-fluoro-5-trifluoromethyl-phenylcarbamoyl)-1H-indol-5-yloxy]-5,8-dihydro-6H-pyrido[3,4-d]pyrimidine-7-carboxylic acid tert-butyl ester (0.125 g, 0.219 mmol) and DCM (2.5 mL). After 1 h the solution is concentrated in vacuo. The residue is taken up in MeOH and neutralized to pH 7 by the addition of NH4OH and the solution is separated via semi-prep HPLC(C18; 10-100% I/H2O with 0.1% NH4OH) to give 5-(5,6,7,8-Tetrahydro-pyrido[3,4-d]pyrimidin-4-yloxy)-indole-1-carboxylic acid (2-fluoro-5-trifluoromethyl-phenyl)-amide. MS (ESI) m/z 472.1 (M+1); 1H NMR (400 MHz, DMSO-d6) δ ppm 8.40 (s, 1H), 8.25 (d, J=8.8 Hz, 1H), 8.07 (d, J=3.8 Hz, 1H), 8.03-8.07 (m, 1H), 7.67-7.75 (m, 1H), 7.56-7.64 (m, 1H), 7.45 (d, J=2.5 Hz, 1H), 7.11 (dd, J=9.0, 2.4 Hz, 1H), 6.79 (d, J=3.5 Hz, 1H), 3.83 (s, 2H), 3.04 (t, J=5.8 Hz, 2H), 2.73 (t, J=5.6 Hz, 2H).","TFA | 4-[1-(2-fluoro-5-trifluoromethyl-phenylcarbamoyl)-1H-indol-5-yloxy]-5,8-dihydro-6H-pyrido[3,4-d]pyrimidine-7-carboxylic acid tert-butyl ester | DCM | MeOH | NH4OH | H2O | NH4OH | 5-(5,6,7,8-Tetrahydro-pyrido[3,4-d]pyrimidin-4-yloxy)-indole-1-carboxylic acid (2-fluoro-5-trifluoromethyl-phenyl)-amide"
US09040522B2,"Combined 3-bromobenzonitrile (1500 mg, 8.24 mmol), 0.5 M (2-(tert-butoxy)-2-oxoethyl)zinc(II) chloride (24.72 mL, 12.36 mmol), 2′-(dicyclohexylphosphino)-N,N-dimethyl-[1,1′-biphenyl]-2-amine (324 mg, 0.824 mmol) and Pd(dba)2 (237 mg, 0.412 mmol) in THF (25 mL) and heated at 100° in an oil bath for 14 h. The reaction solution was concentrated onto Celite® and chromatographed on a 120 g silica gel column eluted with 0 to 50% EtOAc in hexanes to give the title compound (1.537 g, 86% yield) as a yellow oil. MS m/z 218 [M+H]+. 1H NMR (400 MHz, chloroform-d) δ ppm 1.45 (s, 9 H) 3.56 (s, 2 H) 7.40-7.46 (m, 1 H) 7.49-7.54 (m, 1 H) 7.54-7.59 (m, 2 H).","3-bromobenzonitrile | (2-(tert-butoxy)-2-oxoethyl)zinc(II) chloride | 2′-(dicyclohexylphosphino)-N,N-dimethyl-[1,1′-biphenyl]-2-amine | Pd(dba)2 | THF | silica gel | EtOAc | hexanes | title compound"
US04279819,2-[[[5-(Dimethylamino)methyl-2-furanyl]methyl]thio]ethanamine (2.14 g) and isopropylisocyanate (0.89 g) were dissolved in acetonitrile and allowed to stand overnight. Solvents were removed and the residue recrystallised from methanol:ether to give N-[2-[[[5-(dimethylamino)methyl-2-furanyl]methyl]thio]ethyl]-N'-(1-methylethyl)urea as crystals m.p. 65°-67° (2.8 g).,2-[[[5-(Dimethylamino)methyl-2-furanyl]methyl]thio]ethanamine | isopropylisocyanate | acetonitrile | methanol | ether | N-[2-[[[5-(dimethylamino)methyl-2-furanyl]methyl]thio]ethyl]-N'-(1-methylethyl)urea
US09040515B2,"Potassium tert-butoxide solution in tetrahydrofuran (1.0 M, 190 mL, 0.19 mol) was added dropwise to a cooled (0° C.) solution of 7-bromo-5,8-dichloro-3,4-dihydroisoquinolin-1(2H)-one (253f, 47 g, 0.16 mol) in anhydrous N,N-dimethylformamide (500 mL) under a nitrogen atmosphere. Stirring was continued at 0° C. for 5 minutes, then 2-(benzyloxy)-3-(chloromethyl)-4,6-dimethylpyridine (compound Z, 40.2 g, 0.15 mol) was added in one portion. After stirring for 10 minutes at 0° C., the mixture was treated with concentrated acetic acid (2 mL) and poured into methyl tert-butyl ether (600 mL). The organic solution was washed with water (800 mL) and saturated aqueous sodium chloride solution (800 mL), dried over sodium sulfate, and concentrated in vacuo. The residue was purified by silica gel chromatography (eluting with 30:1 to 20:1 petroleum ether/ethyl acetate), affording 2-{[2-(benzyloxy)-4,6-dimethylpyridin-3-yl]methyl}-7-bromo-5,8-dichloro-3,4-dihydroisoquinolin-1(2H)-one (253g, 50 g, 64% yield) as an off-white solid. 1H NMR (400 MHz, DMSO-d6): δ 8.08 (s, 1H), 7.45-7.43 (m, 2H), 7.32-7.29 (m, 3H), 6.76 (s, 1H), 5.38 (s, 2H), 4.71 (s, 2H), 3.24 (t, J=6 Hz, 2H), 2.72 (t, J=6 Hz, 2H), 2.36 (s, 3H), 2.31 (s, 3H). MS: 521 [M+1].","Potassium tert-butoxide | tetrahydrofuran | 7-bromo-5,8-dichloro-3,4-dihydroisoquinolin-1(2H)-one | N,N-dimethylformamide | nitrogen | 2-(benzyloxy)-3-(chloromethyl)-4,6-dimethylpyridine | compound Z | acetic acid | methyl tert-butyl ether | water | sodium chloride | sodium sulfate | silica gel | petroleum ether/ethyl acetate | 2-{[2-(benzyloxy)-4,6-dimethylpyridin-3-yl]methyl}-7-bromo-5,8-dichloro-3,4-dihydroisoquinolin-1(2H)-one"
US20150259357A1,"The title compound was prepared using methods analogous to those described in Example 369 using N-methyl-N-(2-(4,4,5,5,-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)ethanesulfonamide and 5-(4-bromo-2-fluorophenyl)pyrazin-2-amine in Step B. MS (ESI): mass calcd. C19H19FN4O2S, 386.12; m/z found, 387.1 [M+H]+. 1H NMR (400 MHz, CDCl3) δ 8.63-8.57 (m, 1H), 8.13-8.09 (d, J=1.5, 1H), 8.04-7.95 (m, 1H), 7.72-7.62 (m, 0.75H), 7.59-7.51 (m, 0.25H), 7.50-7.39 (m, 3.75H), 7.37-7.32 (m, 1H), 7.31-7.28 (m, 0.25H), 4.69 (s, 2H), 3.16 (s, 3H), 2.89 (q, J=7.4, 2H), 1.25 (t, J=7.4, 3H).","title compound | N-methyl-N-(2-(4,4,5,5,-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)ethanesulfonamide | 5-(4-bromo-2-fluorophenyl)pyrazin-2-amine"
US08217032B2,"Dissolve [2-(2,6-difluorophenyl)-6-methoxy-naphthalen-1-yl]-[4-(2-piperidin-1-ylethoxy)-phenyl]-methanone (1.5 gm., 3.0 mmoles) in 500 ml methylene chloride and chill in ice. To this solution add boron tribromide (6.0 ml, 63 mmoles) in portions with swirling between additions. Allow to come to room temp. and stir for one hour. Pour into a two-phase system consisting of an organic layer of 3/1 chloroform/isopropanol and an aqueous layer of saturated sodium bicarbonate. Separate the phases and dry the organic layer using 3A molecular sieves. Purify on a silica column eluting with a 0-10% methanol/methylene chloride gradient. The yield of pure product is 600 mg (44%): 1H-NMR (CD3OD, 400 MHz) δ7.87 (d, J=8.0 Hz, 1H); 7.56 (d, J=8.4 Hz, 2H); 7.49 (d, J=9.2 Hz, 1H); 7.33 (d, j=8.8 Hz, 1H); 7.27-7.25 (m, 1H); 7.23-7.21 (m, 1H); 7.06 (dd, J=8.8, 2.4 Hz, 1H); 6.86-6.79 (m, 4H); 4.14 (t, J=5.6 Hz, 2H); 2.76 (t, J=5.6 Hz, 2H); 2.53-2.53 (m, 4H); 1.65-1.59 (m, 4H); 1.50-1.46 (m, 2H).","[2-(2,6-difluorophenyl)-6-methoxy-naphthalen-1-yl]-[4-(2-piperidin-1-ylethoxy)-phenyl]-methanone | methylene chloride | ice | boron tribromide | chloroform/isopropanol | sodium bicarbonate | silica | methanol/methylene chloride"
US05557006,"A solution of 2-bromo-4-thiophenecarboxaldehyde (45.3 g), 1-dodecyne (43.4 g), and triethylamine (99 ml), in dry tetrahydrofuran (250 ml) was chilled to 5° C. and degassed under nitrogen. bis(Triphenylphosphine)palladium(II)chloride (1.66 g) and copper(I)iodide (0.23 g) were added to the reaction mixture. The mixture was degassed and stirred overnight, under nitrogen, as it was allowed to warm to room temperature. The precipitate was filtered off, washed with ethyl acetate, and the flltrate was evaporated. Ethyl acetate was added to the residue. The solution was washed with brine, dried over magnesium sulfate, filtered, and the filtrate was concentrated. The residue was chromatographed through a silica gel pad eluting with heptane/1% ethyl acetate. The appropriate fractions were collected and evaporated. The residue and that from a similar reaction on a 0.05 mole scale were combined and distilled to give 30.7 g (79.5%), bp 181°-185° C. @0.35 mm Hg.",2-bromo-4-thiophenecarboxaldehyde | 1-dodecyne | triethylamine | tetrahydrofuran | nitrogen | bis(Triphenylphosphine)palladium(II)chloride | copper(I)iodide | nitrogen | ethyl acetate | Ethyl acetate | brine | magnesium sulfate | silica gel | heptane
US20080132562A1,"A mixture of the 4-methoxy-5-methyl-5-phenethyl-5H-furan-2-one (10 mmole) and 15 ml of aqueous HCl (37%) was stirred at 40° C. until completion of the reaction. The suspension was filtered and the residue washed with ice-cold water and dried. An oily reaction mixture was extracted with dichloromethane, the organic layers were washed with brine, dried and evaporated. The residue was either triturated with AcOEt/hexane or chromatographed with dichloromethane/MeOH (various ratios) to give 4-hydroxy-5-methyl-5-phenethyl-5H-furan-2-one in 60-90% yield.",4-methoxy-5-methyl-5-phenethyl-5H-furan-2-one | HCl | ice | dichloromethane | brine | AcOEt/hexane | dichloromethane/MeOH | 4-hydroxy-5-methyl-5-phenethyl-5H-furan-2-one
US07524882B2,"The title compound was prepared following the general procedures described Example 1, Step 3 and Step 4, employing 2-chloro-4-tert-butylphenol instead of 2-chloro-4-(trifluoroethoxy)phenol for the preparation of the iodide and the intermediate prepared in Example 4, Step 1 as the phenol for coupling with the iodide.",title compound | 2-chloro-4-tert-butylphenol | phenol | iodide | intermediate | iodide
US20130123250A1,"In a sealed tube a solution of methyl(2R,5S,7R)-8-{[{(1S)-1-[3,5-bis(trifluoromethyl)phenyl]ethyl}(methyl)amino]carbonyl}-7-(4-fluoro-2-methylphenyl)-1,8-diazaspiro[4.5]decane-2-carboxylate (Intermediate 28, 90 mg, 0.149 mmol) in 7M methanolic ammonia (5 ml, 35.0 mmol) was shaken overnight. The solvent was evaporated and the crude was purified by flash-chromatography (Si cartridge 5 g; from 1:0 to 95:5 DCM/MeOH) to give the title compound (63.3 mg, 0.108 mmol, 72.1% yield) as a white solid. 1H NMR (500 MHz, DMSO-d6) δ ppm 7.93 (s, 1H) 7.56 (s, 2H) 7.23-7.31 (m, 1H) 7.14-7.21 (m, 1H) 6.95-7.05 (m, 1H) 6.90 (d, 1H) 6.76 (t, 1H) 5.27-5.43 (m, 1H) 4.14 (d, 1H) 3.41-3.56 (m, 1H) 3.23-3.39 (m, 1H) 2.84 (s, 3H) 2.72 (t, 1H) 2.60-2.68 (m, 1H) 2.32 (s, 3H) 2.06-2.18 (m, 1H) 1.53-1.87 (m, 6H) 1.49 (d, 3H) 1.42 (t, 1H); HPLC: peak @ Rt=4.91 mins; MS: m/z=589 [M+H]+ and 611 [M+Na]+","methyl(2R,5S,7R)-8-{[{(1S)-1-[3,5-bis(trifluoromethyl)phenyl]ethyl}(methyl)amino]carbonyl}-7-(4-fluoro-2-methylphenyl)-1,8-diazaspiro[4.5]decane-2-carboxylate | Intermediate 28 | ammonia | Si | DCM/MeOH | title compound"
US05315013,"To a solution of 5-n-propyl-1-[2'-(1-triphenylmethyltetrazol-5-yl)biphenyl-4-yl-methyl]pyrrole-2-carboxaldehyde (4.05 g, 6.6 mmol) in THF (25 ml) was added 4N HCl (11 ml) with stirring. The mixture was stirred at room temperature for 5 hours. The THF was removed by rotary evaporation and the residue was adjusted to pH 5-6 with 4N NAOH (~10 ml). The product was extracted into EtOAc (2×50 ml), the organic layer was dried (MgSO4), filtered and concentrated. Flash chromatography of the reddish solid residue (1.97 g) on silica gel (30 g; EtOAc/hexanes, 1/1) gave 1.4 q of the title compound as a pale pink solid; m.p. 68-71° C.",5-n-propyl-1-[2'-(1-triphenylmethyltetrazol-5-yl)biphenyl-4-yl-methyl]pyrrole-2-carboxaldehyde | THF | HCl | THF | residue | EtOAc | MgSO4 | silica gel | title compound
US20120129842A1,"The title compound was prepared using 3-amino-4-isobutyl-benzamide (intermediate 44, step c) in place of 3-amino-4-isopropoxy-benzamide according to the procedure described for intermediate 23, step d. (The reaction was monitored by TLC and several additional portions of thiophosgene were added until the reaction approached complete conversion).",title compound | 3-amino-4-isobutyl-benzamide | intermediate 44 | intermediate 23 | thiophosgene
US06846832B2,"To a mixture of 2-fluoro-5-methoxy-benzoyl chloride (4.77 g, 25.0 mmol) and sodium carbonate (13.4 g, 126.7 mmol) in dichloromethane (100 mL) cooled to 0° C. a solution of (diphenyl-phosphinoylmethyl)-(4-methoxy-benzyl)-amine (8.9 g, 25.3 mmol) in dichloromethane (50 mL) was added and the resulting mixture allowed to warm up to RT overnight. Then the mixture was filtered and evaporated and the residue was purified by chromatography (SiO2, Hexane:Acetone 1:1) to afford the title product (7.3 g, 57%) as a light yellow solid. MS m/e=504.3 (M+H+).",2-fluoro-5-methoxy-benzoyl chloride | sodium carbonate | dichloromethane | (diphenyl-phosphinoylmethyl)-(4-methoxy-benzyl)-amine | dichloromethane | SiO2 | Hexane:Acetone | title product
US20110288089A1,"A solution of 3,4-dimethyl-2-nitrobenzoic acid (13g) and thionyl chloride (11.8 g) in toluene (100 ml) was refluxed for 4 h. The reaction mixture was cooled at 0° C., treated with methanol (15 ml) and the solvent was removed under vacuum. The reaction mixture was treated water (50 ml) and extracted with ethyl acetate (3×50 ml). The combined organic layers were dried over sodium sulfate and concentrated to give methyl 3,4-dimethyl-2-nitrobenzoate (10g). 1H-NMR (400 MHz, CDCl3): 2.19 (s, 3H), 2.38 (s, 3H), 3.87 (s, 3H), 7.25 (d, 1H), 7.79 (d, 1H).","3,4-dimethyl-2-nitrobenzoic acid | thionyl chloride | toluene | methanol | water | ethyl acetate | sodium sulfate | methyl 3,4-dimethyl-2-nitrobenzoate"
US04343811,"The above compound was prepared from 1,2-dimethyl-3-(4-methyl-phenyl)-1H-indole-5-ol and 2-bromo-2-methyl-propanoic acid ethylester using a procedure analogous to that of Example 10.","1,2-dimethyl-3-(4-methyl-phenyl)-1H-indole-5-ol | 2-bromo-2-methyl-propanoic acid ethylester"
US05138067,Using 10.2 g of crude 1-hexadecylthio-2-(5-methyl-2H-tetrazol-2-yl)-3-triphenylmethoxypropane 5h and 500 mg (2.6 mM) of p-toluene sulfonic acid monohydrate in 200 ml of methanoltetrahydrofurane (1:1) mixture is converted to 3.17 g (49% from the compound 4h) of the title compound V h1 by the same procedure as described in (81).,1-hexadecylthio-2-(5-methyl-2H-tetrazol-2-yl)-3-triphenylmethoxypropane | p-toluene sulfonic acid monohydrate | compound 4h | title compound V | (81)
US09346815B2,"To a solution of {3-(5-Chloro-2-difluoromethoxyphenyl)-4-[(pyrazolo[1,5-a]pyrimidine-3-carbonyl)amino]pyrazol-1-yl}acetic acid trifluoroacetate (100 mg, 0.17 mmol) in DMF (3 mL) was added methyl 3-[methyl(piperidin-4-yl)amino]propanoate hydrochloride (62 mg, 0.26 mmol), DIEA (67.2 mg, 0.52 mmol), HATU (79.2 mg, 0.21 mmol). The resulting solution was stirred at room temperature overnight and concentrated under vacuum. The residue was passed through a short pad of silica gel eluting with ethyl acetate/petroleum ether (10:1). The crude product was purified by Prep-HPLC with the following conditions (Prep-HPLC-005): Column, XBridge Prep C18 OBD Column, 5 um, 19*150 mm; mobile phase, water with 0.05% FA and MeCN (37.0% up to 43.0% in 10 min, up to 95.0% in 1 min, hold 95.0% in 1 min, down to 37.0% in 2 min); Detector, UV 254/220 nm. This resulted in 45.2 mg (38%) of the formic acid salt of methyl 3-[[1-(2-[3-[5-chloro-2-(difluoromethoxy)phenyl]-4-[pyrazolo[1,5-a]pyrimidine-3-amido]-1H-pyrazol-1-yl]acetyl)piperidin-4-yl](methyl)amino]propanoate as an off-white solid. LCMS (Method 24) [M+H]+=645.2, RT=1.64 min. 1H NMR (300 MHz, DMSO-d6) δ: (ppm) 9.75 (s, 1H), 9.35 (dd, 1H, J=1.5, 6.9 Hz), 8.69-8.68 (m, 2H), 8.31 (s, 1H), 7.63 (dd, 1H, J=2.7, 8.7 Hz), 7.55 (d, 1H, J=2.7 Hz), 7.46 (d, 1H, J=8.7 Hz), 7.29 (dd, 1H, J=4.5, 7.2 Hz), 7.04 (t, 1H, J=73.2 Hz), 5.33-5.27 (m, 2H), 4.52-4.48 (m, 1H), 4.10-4.06 (m, 1H), 3.66 (s, 3H), 3.51-3.34 (m, 2H), 3.16-3.08 (m, 2H), 2.86-2.51 (m, 6H), 2.28-1.99 (m, 2H), 1.73-1.70 (m, 1H), 1.55-1.45 (m, 1H).","{3-(5-Chloro-2-difluoromethoxyphenyl)-4-[(pyrazolo[1,5-a]pyrimidine-3-carbonyl)amino]pyrazol-1-yl}acetic acid trifluoroacetate | DMF | methyl 3-[methyl(piperidin-4-yl)amino]propanoate hydrochloride | DIEA | HATU | crude product | (Prep-HPLC-005) | water | MeCN | formic acid | methyl 3-[[1-(2-[3-[5-chloro-2-(difluoromethoxy)phenyl]-4-[pyrazolo[1,5-a]pyrimidine-3-amido]-1H-pyrazol-1-yl]acetyl)piperidin-4-yl](methyl)amino]propanoate"
US20140349993A1,"To a solution of diethoxytriphenylphosphorane (3.1 g, 5.2 mmol) in toluene (10 mL) was added at −30° C. a solution of tert-butyl 3-(2-hydroxyethyl)-3-mercaptoazetidine-1-carboxylate (1.0 g, 4.3 mmol) in toluene (8 mL), and the mixture was stirred at −30° C. for 1 h, then it was allowed to slowly warm to room temp overnight. After stirring for 13 h, the mixture was diluted with EtOAc (30 mL) and quenched with brine (20 mL). The phases were separated and the organic phase was dried with MgSO4, filtered, and concentrated in vacuo. Purification via silica gel column chromatography (hexanes:EtOAc 6:1) gave tert-butyl 1-thia-6-azaspiro[3.3]heptane-6-carboxylate as a yellow oil (420.0 mg, 46%). MS (ESI) calcd for C10H17NO2S: 215.10.",diethoxytriphenylphosphorane | toluene | tert-butyl 3-(2-hydroxyethyl)-3-mercaptoazetidine-1-carboxylate | toluene | EtOAc | brine | MgSO4 | silica gel | hexanes:EtOAc | tert-butyl 1-thia-6-azaspiro[3.3]heptane-6-carboxylate
US20150072969A1,"To a solution of ethyl 2-(3-(4-((3-(6-(3-(methylsulfonyl)propoxy)pyridin-3-yl)benzyl)oxy)phenyl)oxetan-3-yl)acetate (compound of Example 109, 15 mg, 0.028 mM) in 2 ml of THF:MeOH (4:1), lithium hydroxide hydrate (93 μl, 0.139 mM) was added and the mixture was stirred at room temperature for 2-3 h. After completion of the reaction, solvent was evaporated and washed with ethyl acetate, neutralized with saturated ammonium chloride and extracted with ethyl acetate. The organic layer was washed with brine, dried and concentrated to obtain the compound 2-(3-(4-((3-(6-(3-(methylsulfonyl)propoxy)pyridin-3-yl)benzyl)oxy)phenyl)oxetan-3-yl)acetic acid (10.42 mg) as white solid. Yield: 73.3%; 1HNMR (300 MHz, CDCl3) δ: 8.00 (s, 1H), 7.85-7.82 (m, 1H) 7.48-740 (m, 4H), 7.17 (d, J=8.4 Hz, 2H), 6.96 (d, J=8.4 Hz, 2H), 6.83 (d, J=8.7 Hz, 1H), 5.20 (s, 2H), 5.02 (d, J=6.0 Hz, 2H), 4.85 (d, J=6.0 Hz, 2H), 4.45 (t, J=5.7 Hz, 2H), 3.27-3.21 (m, 4H), 2.97 (s, 4H), 2.43-2.35 (m, 2H); MS: (e/z) 512.5 (M+1).",ethyl 2-(3-(4-((3-(6-(3-(methylsulfonyl)propoxy)pyridin-3-yl)benzyl)oxy)phenyl)oxetan-3-yl)acetate | compound | THF:MeOH | lithium hydroxide hydrate | ethyl acetate | ethyl acetate | brine | 2-(3-(4-((3-(6-(3-(methylsulfonyl)propoxy)pyridin-3-yl)benzyl)oxy)phenyl)oxetan-3-yl)acetic acid
US20090048258A1,"To a suspension of potassium 4-(3,4-diethoxyphenyl)-4,4-dimethoxybutanoate obtained in Example 8-(7) (350 mg) and 2,4,6-trichlorobenzoyl chloride (0.17 mL) in THF (5 mL) was added triethylamine (0.28 mL), and the mixture was stirred at room temperature for 4 hr. 4-(Benzyloxy)-6-phenylpyridin-2-amine obtained in Example 42-(1) (300 mg) was added to the reaction mixture, and the mixture was heated overnight at 50° C. Diluted hydrochloric acid was added to the reaction mixture, and the mixture was stirred for 1 hr, and extracted with ethyl acetate. The organic layer was washed with water, dried over anhydrous magnesium sulfate, and concentrated under reduced pressure. The obtained residue was purified by silica gel column chromatography [developing solvent: hexane-ethyl acetate (3:1)] to give 4-(3,4-diethoxyphenyl)-N-(4-(benzyloxy)-6-phenylpyridin-2-yl)-4-oxobutanamide (168 mg) as crystals.","potassium 4-(3,4-diethoxyphenyl)-4,4-dimethoxybutanoate | 2,4,6-trichlorobenzoyl chloride | THF | triethylamine | 4-(Benzyloxy)-6-phenylpyridin-2-amine | hydrochloric acid | ethyl acetate | water | magnesium sulfate | silica gel | hexane-ethyl acetate | 4-(3,4-diethoxyphenyl)-N-(4-(benzyloxy)-6-phenylpyridin-2-yl)-4-oxobutanamide"
